index,true,top1,top1_correct,top3_correct,questions_asked
4817,Hepatitis B,Hepatitis B,True,True,5
3338,Dengue,Dengue,True,True,5
4678,Drug Reaction,Drug Reaction,True,True,6
4566,Malaria,Malaria,True,True,5
504,Bronchial Asthma,Bronchial Asthma,True,True,7
1460,Hepatitis E,Hepatitis E,True,True,4
150,Malaria,Malaria,True,True,5
2733,Pneumonia,Pneumonia,True,True,5
4448,Hepatitis B,Hepatitis B,True,True,5
2069,Allergy,Allergy,True,True,10
2287,Hepatitis E,Hepatitis E,True,True,4
1457,Hepatitis D,Hepatitis D,True,True,9
3180,Hepatitis E,Hepatitis E,True,True,4
2510,Bronchial Asthma,Bronchial Asthma,True,True,7
4364,Typhoid,Typhoid,True,True,5
1514,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
2783,Vertigo,Vertigo,True,True,6
648,Hepatitis E,Hepatitis E,True,True,4
4535,Tuberculosis,Tuberculosis,True,True,5
3068,Osteoarthritis,Osteoarthritis,True,True,6
4865,Pneumonia,Pneumonia,True,True,5
4064,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
2540,Psoriasis,Psoriasis,True,True,5
2740,Osteoarthritis,Osteoarthritis,True,True,6
910,Bronchial Asthma,Bronchial Asthma,True,True,7
3283,Chronic Cholestasis,Chronic Cholestasis,True,True,5
2747,Fungal Infection,Fungal Infection,True,True,5
2957,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
2634,Hypertension ,Hypertension ,True,True,5
271,Pneumonia,Pneumonia,True,True,5
2985,Hypoglycemia,Hypoglycemia,True,True,5
383,Urinary Tract Infection,AIDS,False,True,20
4217,Arthritis,Arthritis,True,True,7
3060,Common Cold,Common Cold,True,True,5
1140,Hyperthyroidism,Hyperthyroidism,True,True,6
1136,Hypothyroidism,Hypothyroidism,True,True,6
1049,Hepatitis D,Hepatitis D,True,True,5
2544,GERD,GERD,True,True,6
4155,Jaundice,Jaundice,True,True,6
4933,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
183,Typhoid,Typhoid,True,True,5
724,Hypothyroidism,Hypothyroidism,True,True,6
3645,Acne,Acne,True,True,7
2990,Urinary Tract Infection,Urinary Tract Infection,True,True,9
2291,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
1224,Impetigo,Impetigo,True,True,6
1606,Acne,Acne,True,True,7
3131,Malaria,Malaria,True,True,5
3524,Psoriasis,Psoriasis,True,True,5
788,Acne,Acne,True,True,7
3454,Hypertension ,Hypertension ,True,True,5
4186,Drug Reaction,Drug Reaction,True,True,6
847,GERD,GERD,True,True,6
3107,Hyperthyroidism,Hyperthyroidism,True,True,6
1595,Vertigo,Vertigo,True,True,6
2894,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
4141,Fungal Infection,Fungal Infection,True,True,5
2606,Hepatitis E,Hepatitis E,True,True,4
3349,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
1853,Hepatitis C,Hepatitis C,True,True,6
3860,AIDS,AIDS,True,True,7
2937,Common Cold,Common Cold,True,True,5
1067,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
4032,Jaundice,Jaundice,True,True,6
1403,Dengue,Dengue,True,True,5
779,Vertigo,Vertigo,True,True,6
1971,Hypoglycemia,Hypoglycemia,True,True,5
284,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
550,Jaundice,Jaundice,True,True,6
4602,Hypertension ,Hypertension ,True,True,5
4269,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
3252,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
3174,Dengue,Dengue,True,True,5
3407,Drug Reaction,Drug Reaction,True,True,6
4593,Allergy,Allergy,True,True,10
890,Diabetes ,Diabetes ,True,True,5
3128,Cervical Spondylosis,Cervical Spondylosis,True,True,6
862,Drug Reaction,Drug Reaction,True,True,6
4097,Urinary Tract Infection,Urinary Tract Infection,True,True,9
4338,Hypoglycemia,Hypoglycemia,True,True,5
1602,Acne,AIDS,False,True,20
157,Malaria,Malaria,True,True,5
2912,Allergy,Allergy,True,True,10
3665,Chickenpox,Chickenpox,True,True,5
4190,Gastroenteritis,Gastroenteritis,True,True,6
505,Bronchial Asthma,Bronchial Asthma,True,True,7
1476,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
4018,Fungal Infection,Fungal Infection,True,True,5
3706,Chickenpox,Chickenpox,True,True,5
1216,Psoriasis,Psoriasis,True,True,5
2330,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
2118,AIDS,AIDS,True,True,7
4357,Migraine,Migraine,True,True,6
2972,Hepatitis B,Hepatitis B,True,True,5
2994,Allergy,Allergy,True,True,10
4016,Psoriasis,Psoriasis,True,True,5
4530,Hepatitis B,Hepatitis B,True,True,5
810,Impetigo,Impetigo,True,True,6
680,Pneumonia,Pneumonia,True,True,5
1723,Gastroenteritis,Gastroenteritis,True,True,6
2946,Arthritis,Arthritis,True,True,7
2024,Urinary Tract Infection,Urinary Tract Infection,True,True,9
1646,Fungal Infection,Fungal Infection,True,True,14
2870,Fungal Infection,Fungal Infection,True,True,5
3471,Pneumonia,Pneumonia,True,True,5
901,Gastroenteritis,Gastroenteritis,True,True,6
685,Pneumonia,Pneumonia,True,True,5
4812,Malaria,Malaria,True,True,5
1670,Chronic Cholestasis,Chronic Cholestasis,True,True,5
1686,Drug Reaction,Drug Reaction,True,True,13
3404,Allergy,Allergy,True,True,10
1333,Hypertension ,Hypertension ,True,True,5
1217,Psoriasis,Psoriasis,True,True,5
4668,Arthritis,Arthritis,True,True,7
3321,Fungal Infection,Fungal Infection,True,True,5
3080,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
4701,Pneumonia,Pneumonia,True,True,5
2821,Hypoglycemia,Hypoglycemia,True,True,5
2469,Bronchial Asthma,Bronchial Asthma,True,True,7
981,Chickenpox,Chickenpox,True,True,5
643,Hepatitis E,Hepatitis E,True,True,4
4629,Acne,Acne,True,True,7
2610,Pneumonia,Pneumonia,True,True,5
4903,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
3931,Vertigo,Vertigo,True,True,6
2379,Hyperthyroidism,Hyperthyroidism,True,True,6
4697,Hepatitis E,Hepatitis E,True,True,4
1296,AIDS,AIDS,True,True,7
1005,Typhoid,Typhoid,True,True,5
1179,Arthritis,Arthritis,True,True,7
1601,Acne,Acne,True,True,7
4740,Tuberculosis,Tuberculosis,True,True,5
667,Tuberculosis,Tuberculosis,True,True,5
2202,Malaria,Malaria,True,True,5
574,Chickenpox,Chickenpox,True,True,5
4652,Hepatitis A,Hepatitis A,True,True,5
2535,Osteoarthritis,Osteoarthritis,True,True,6
3762,Hypothyroidism,Hypothyroidism,True,True,6
4146,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
3258,Hepatitis A,Hepatitis A,True,True,5
3101,Common Cold,Common Cold,True,True,5
409,Impetigo,Impetigo,True,True,6
1212,Psoriasis,Psoriasis,True,True,17
3867,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
4332,Pneumonia,Pneumonia,True,True,5
4938,Typhoid,Typhoid,True,True,5
3837,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
3576,Bronchial Asthma,Bronchial Asthma,True,True,7
55,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,11
4302,Urinary Tract Infection,Urinary Tract Infection,True,True,9
4631,Psoriasis,Psoriasis,True,True,5
3364,GERD,GERD,True,True,6
429,Allergy,Allergy,True,True,10
3247,Gastroenteritis,Gastroenteritis,True,True,6
4790,Osteoarthritis,Osteoarthritis,True,True,6
2686,Hepatitis C,Hepatitis C,True,True,6
4523,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
3034,Fungal Infection,Fungal Infection,True,True,5
4283,Hepatitis A,Hepatitis A,True,True,5
3832,Hepatitis A,Hepatitis A,True,True,5
3415,Cervical Spondylosis,Cervical Spondylosis,True,True,6
4819,Hepatitis D,Hepatitis D,True,True,5
3982,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
2190,Jaundice,Jaundice,True,True,6
1378,Jaundice,Jaundice,True,True,6
2961,Bronchial Asthma,Bronchial Asthma,True,True,7
3448,Drug Reaction,Drug Reaction,True,True,6
3971,Arthritis,Arthritis,True,True,7
4936,Chickenpox,Chickenpox,True,True,5
495,Gastroenteritis,Gastroenteritis,True,True,13
2873,Chronic Cholestasis,Chronic Cholestasis,True,True,5
4709,Arthritis,Arthritis,True,True,7
4863,Tuberculosis,Tuberculosis,True,True,5
1464,Hepatitis E,Hepatitis E,True,True,4
866,Drug Reaction,Drug Reaction,True,True,13
3117,Allergy,Allergy,True,True,10
4376,Varicose Veins,Varicose Veins,True,True,6
4842,Drug Reaction,Drug Reaction,True,True,6
2790,GERD,GERD,True,True,6
3704,Jaundice,Jaundice,True,True,6
1915,Pneumonia,Pneumonia,True,True,5
1192,Acne,AIDS,False,True,20
820,Fungal Infection,Fungal Infection,True,True,5
3555,Heart Attack,Heart Attack,True,True,6
2941,Varicose Veins,Varicose Veins,True,True,6
2891,Hepatitis C,Hepatitis C,True,True,6
3121,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
4621,Heart Attack,Heart Attack,True,True,6
1113,Heart Attack,Heart Attack,True,True,6
75,Diabetes ,Diabetes ,True,True,5
1619,Urinary Tract Infection,Urinary Tract Infection,True,True,9
736,Hyperthyroidism,Hyperthyroidism,True,True,6
1436,Hepatitis B,Hepatitis B,True,True,5
1833,Hepatitis A,Hepatitis A,True,True,16
2104,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
2487,Pneumonia,Pneumonia,True,True,5
2578,Vertigo,Vertigo,True,True,6
2255,Hepatitis B,Hepatitis B,True,True,5
2084,Chronic Cholestasis,Chronic Cholestasis,True,True,8
223,Hepatitis D,Chronic Cholestasis,False,True,5
4814,Dengue,Dengue,True,True,5
2768,Hepatitis C,Hepatitis C,True,True,6
1346,Migraine,Migraine,True,True,6
2971,Hepatitis A,Hepatitis A,True,True,5
727,Hypothyroidism,Hypothyroidism,True,True,6
340,Osteoarthritis,Osteoarthritis,True,True,6
3712,Hepatitis D,Hepatitis D,True,True,5
1254,GERD,GERD,True,True,6
90,Bronchial Asthma,Bronchial Asthma,True,True,7
1153,Hypoglycemia,Hypoglycemia,True,True,5
3777,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
3788,Chickenpox,Chickenpox,True,True,5
1324,Bronchial Asthma,Bronchial Asthma,True,True,7
818,Impetigo,Impetigo,True,True,6
2232,Typhoid,Typhoid,True,True,5
679,Common Cold,Common Cold,True,True,5
3926,Hypothyroidism,Hypothyroidism,True,True,6
2043,Impetigo,Impetigo,True,True,6
216,Hepatitis C,Hepatitis C,True,True,6
2609,Common Cold,Common Cold,True,True,5
201,Hepatitis B,Hepatitis B,True,True,5
3373,Migraine,Migraine,True,True,6
3019,Common Cold,Common Cold,True,True,5
4689,Malaria,Malaria,True,True,5
2982,Varicose Veins,Varicose Veins,True,True,6
1062,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,16
2892,Hepatitis D,Hepatitis D,True,True,5
2678,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
1408,Dengue,Malaria,False,True,5
2495,Arthritis,Arthritis,True,True,7
452,Drug Reaction,Drug Reaction,True,True,6
2294,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,9
766,Arthritis,Arthritis,True,True,7
801,Psoriasis,Psoriasis,True,True,5
948,Cervical Spondylosis,Cervical Spondylosis,True,True,6
3853,Impetigo,Impetigo,True,True,6
4730,Malaria,Malaria,True,True,5
1205,Urinary Tract Infection,Urinary Tract Infection,True,True,9
2695,Varicose Veins,Varicose Veins,True,True,6
3408,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
3774,GERD,GERD,True,True,6
3225,Pneumonia,Pneumonia,True,True,5
50,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
4265,Allergy,Allergy,True,True,10
3206,Gastroenteritis,Gastroenteritis,True,True,6
2556,Jaundice,Jaundice,True,True,6
851,Chronic Cholestasis,Chronic Cholestasis,True,True,5
2035,Psoriasis,Psoriasis,True,True,5
4401,Jaundice,Jaundice,True,True,6
1878,Hepatitis E,Hepatitis E,True,True,4
1495,Common Cold,Common Cold,True,True,5
290,Heart Attack,Heart Attack,True,True,6
4747,Hyperthyroidism,Hyperthyroidism,True,True,6
638,Hepatitis D,Hepatitis D,True,True,9
702,Heart Attack,Heart Attack,True,True,15
2564,Hepatitis D,Hepatitis D,True,True,5
1988,Osteoarthritis,Osteoarthritis,True,True,6
3231,Hypoglycemia,Hypoglycemia,True,True,5
1972,Hypoglycemia,Hypoglycemia,True,True,5
989,Chickenpox,Chickenpox,True,True,5
1782,Jaundice,Jaundice,True,True,6
975,Malaria,Malaria,True,True,5
2268,Hepatitis C,Hepatitis C,True,True,6
1881,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
3958,Hepatitis D,Hepatitis D,True,True,5
1426,Hepatitis A,Hepatitis A,True,True,8
3480,Vertigo,Vertigo,True,True,6
1911,Pneumonia,Pneumonia,True,True,5
3925,Varicose Veins,Varicose Veins,True,True,6
4200,Typhoid,Typhoid,True,True,5
91,Bronchial Asthma,Bronchial Asthma,True,True,9
4143,GERD,GERD,True,True,6
1455,Hepatitis D,Hepatitis D,True,True,5
4305,Fungal Infection,Fungal Infection,True,True,5
4939,Hepatitis A,Hepatitis A,True,True,5
1739,Bronchial Asthma,Bronchial Asthma,True,True,7
1780,Jaundice,Jaundice,True,True,6
1327,Bronchial Asthma,Bronchial Asthma,True,True,7
1835,Hepatitis A,Hepatitis A,True,True,5
3778,AIDS,AIDS,True,True,7
2928,Dengue,Dengue,True,True,5
4337,Hyperthyroidism,Hyperthyroidism,True,True,6
4261,Urinary Tract Infection,Urinary Tract Infection,True,True,9
2541,Impetigo,Impetigo,True,True,6
1056,Hepatitis E,Hepatitis E,True,True,4
357,Arthritis,Arthritis,True,True,7
3682,Hypoglycemia,Hypoglycemia,True,True,5
2907,Acne,Acne,True,True,7
677,Common Cold,Common Cold,True,True,5
1146,Hyperthyroidism,Hyperthyroidism,True,True,6
4468,Impetigo,Impetigo,True,True,6
946,Cervical Spondylosis,Cervical Spondylosis,True,True,6
4805,Gastroenteritis,Gastroenteritis,True,True,6
2103,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
829,Fungal Infection,Fungal Infection,True,True,5
4686,Cervical Spondylosis,Cervical Spondylosis,True,True,6
377,Acne,Acne,True,True,7
3525,Impetigo,Impetigo,True,True,6
3802,Varicose Veins,Varicose Veins,True,True,6
1832,Hepatitis A,Hepatitis A,True,True,5
4348,GERD,GERD,True,True,6
4027,Bronchial Asthma,Bronchial Asthma,True,True,7
59,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
3257,Typhoid,Typhoid,True,True,5
1257,GERD,GERD,True,True,6
404,Impetigo,Impetigo,True,True,6
920,Hypertension ,Hypertension ,True,True,5
1892,Tuberculosis,Tuberculosis,True,True,5
879,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
796,Urinary Tract Infection,Urinary Tract Infection,True,True,9
4125,Tuberculosis,Tuberculosis,True,True,5
2968,Chickenpox,Chickenpox,True,True,5
2439,Urinary Tract Infection,Urinary Tract Infection,True,True,9
3305,Tuberculosis,Tuberculosis,True,True,5
570,Chickenpox,Chickenpox,True,True,5
3439,Vertigo,Vertigo,True,True,6
3265,Common Cold,Common Cold,True,True,5
3351,Varicose Veins,Varicose Veins,True,True,6
2858,Heart Attack,Heart Attack,True,True,6
128,Cervical Spondylosis,Cervical Spondylosis,True,True,6
3673,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
208,Hepatitis B,Hepatitis B,True,True,5
1637,Impetigo,Impetigo,True,True,6
1839,Hepatitis A,Hepatitis A,True,True,5
2097,Drug Reaction,Drug Reaction,True,True,6
749,Hypoglycemia,Hypoglycemia,True,True,5
2702,Acne,Acne,True,True,7
4180,Psoriasis,Psoriasis,True,True,5
3530,Drug Reaction,Drug Reaction,True,True,6
3560,Osteoarthritis,Osteoarthritis,True,True,6
537,Cervical Spondylosis,Cervical Spondylosis,True,True,6
3975,Psoriasis,Psoriasis,True,True,5
2267,Hepatitis C,Hepatitis C,True,True,9
1080,Common Cold,Common Cold,True,True,5
1308,Diabetes ,Diabetes ,True,True,5
641,Hepatitis E,Hepatitis E,True,True,4
4753,Urinary Tract Infection,Urinary Tract Infection,True,True,9
795,Urinary Tract Infection,Urinary Tract Infection,True,True,9
4427,Impetigo,Impetigo,True,True,6
3033,Impetigo,Impetigo,True,True,6
1202,Urinary Tract Infection,Urinary Tract Infection,True,True,9
4325,Hepatitis B,Hepatitis B,True,True,5
4952,Hyperthyroidism,Hyperthyroidism,True,True,6
2449,Psoriasis,Psoriasis,True,True,5
2221,Dengue,Dengue,True,True,5
1264,Chronic Cholestasis,Chronic Cholestasis,True,True,8
4331,Common Cold,Common Cold,True,True,5
2464,Drug Reaction,Drug Reaction,True,True,6
4755,Impetigo,Impetigo,True,True,6
2653,Heart Attack,Heart Attack,True,True,6
1639,Impetigo,Impetigo,True,True,6
3084,Bronchial Asthma,Bronchial Asthma,True,True,7
1258,GERD,GERD,True,True,6
2380,Hypoglycemia,Hypoglycemia,True,True,5
2128,Diabetes ,Diabetes ,True,True,5
1376,Jaundice,Jaundice,True,True,10
3529,Chronic Cholestasis,Chronic Cholestasis,True,True,5
3069,Arthritis,Arthritis,True,True,7
241,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
4177,Vertigo,Vertigo,True,True,6
3532,AIDS,AIDS,True,True,7
239,Hepatitis E,Hepatitis E,True,True,4
374,Acne,Acne,True,True,7
4718,Chronic Cholestasis,Chronic Cholestasis,True,True,5
1420,Hepatitis A,Hepatitis A,True,True,5
289,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
3382,Hepatitis B,Hepatitis B,True,True,5
1697,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
3072,Urinary Tract Infection,Urinary Tract Infection,True,True,9
4601,Bronchial Asthma,Bronchial Asthma,True,True,7
2317,Common Cold,Common Cold,True,True,5
3956,Hepatitis B,Hepatitis B,True,True,5
785,Acne,Acne,True,True,7
1860,Hepatitis D,Hepatitis D,True,True,5
2726,Hepatitis B,Hepatitis B,True,True,5
3002,Bronchial Asthma,Bronchial Asthma,True,True,7
1301,Diabetes ,Diabetes ,True,True,5
4633,Fungal Infection,Fungal Infection,True,True,5
4679,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
4868,Varicose Veins,Varicose Veins,True,True,6
354,Arthritis,Arthritis,True,True,7
1999,Arthritis,Arthritis,True,True,7
341,Osteoarthritis,Osteoarthritis,True,True,6
4356,Hypertension ,Hypertension ,True,True,5
4212,Varicose Veins,Varicose Veins,True,True,6
287,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
2003,Vertigo,Vertigo,True,True,6
3424,Hepatitis C,Hepatitis C,True,True,6
2227,Dengue,Dengue,True,True,5
3175,Typhoid,Typhoid,True,True,5
4069,Hypertension ,Hypertension ,True,True,5
735,Hyperthyroidism,Hyperthyroidism,True,True,6
19,Allergy,Allergy,True,True,10
4346,Fungal Infection,Fungal Infection,True,True,5
4551,Fungal Infection,Fungal Infection,True,True,5
399,Psoriasis,Psoriasis,True,True,5
3949,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
1150,Hypoglycemia,Hypoglycemia,True,True,5
1035,Hepatitis C,Hepatitis C,True,True,9
1337,Hypertension ,Hypertension ,True,True,14
2613,Varicose Veins,Varicose Veins,True,True,6
3341,Hepatitis B,Hepatitis B,True,True,5
2526,Tuberculosis,Tuberculosis,True,True,5
1007,Typhoid,Typhoid,True,True,5
3335,Jaundice,Jaundice,True,True,6
1454,Hepatitis D,Hepatitis D,True,True,5
4033,Malaria,Malaria,True,True,5
3930,Arthritis,Arthritis,True,True,7
4234,Migraine,Migraine,True,True,6
4156,Malaria,Malaria,True,True,5
1157,Hypoglycemia,Hypoglycemia,True,True,5
63,AIDS,AIDS,True,True,20
4734,Hepatitis A,Hepatitis A,True,True,5
451,Drug Reaction,Drug Reaction,True,True,13
3053,Hepatitis A,Hepatitis A,True,True,5
2296,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
2596,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
460,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
1101,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
1650,Allergy,Allergy,True,True,10
344,Osteoarthritis,Cervical Spondylosis,False,True,6
1598,Vertigo,Vertigo,True,True,6
936,Migraine,Migraine,True,True,6
3213,Malaria,Malaria,True,True,5
3088,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
3289,Bronchial Asthma,Bronchial Asthma,True,True,7
2867,Urinary Tract Infection,Urinary Tract Infection,True,True,9
3664,Malaria,Malaria,True,True,5
2121,Diabetes ,Diabetes ,True,True,5
1668,GERD,GERD,True,True,6
4048,Varicose Veins,Varicose Veins,True,True,6
4195,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
2248,Hepatitis A,Hepatitis A,True,True,5
2026,Urinary Tract Infection,Urinary Tract Infection,True,True,9
1587,Arthritis,Arthritis,True,True,7
2699,Osteoarthritis,Osteoarthritis,True,True,6
751,Osteoarthritis,Osteoarthritis,True,True,6
2080,Chronic Cholestasis,Chronic Cholestasis,True,True,5
1549,Hypothyroidism,Hypothyroidism,True,True,6
3344,Hepatitis E,Hepatitis E,True,True,4
3973,Acne,Acne,True,True,7
2391,Osteoarthritis,Osteoarthritis,True,True,6
3393,Hypothyroidism,Hypothyroidism,True,True,6
3410,Diabetes ,Diabetes ,True,True,5
2482,Hepatitis D,Hepatitis D,True,True,5
870,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
2581,Psoriasis,Psoriasis,True,True,5
2930,Hepatitis A,Hepatitis A,True,True,5
3812,Impetigo,Impetigo,True,True,6
2580,Urinary Tract Infection,Urinary Tract Infection,True,True,9
3765,Osteoarthritis,Osteoarthritis,True,True,6
1683,Drug Reaction,Drug Reaction,True,True,6
2624,Fungal Infection,Fungal Infection,True,True,5
2515,Jaundice,Jaundice,True,True,6
4421,Osteoarthritis,Osteoarthritis,True,True,6
1774,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
3851,Urinary Tract Infection,Urinary Tract Infection,True,True,9
899,Diabetes ,Diabetes ,True,True,5
2996,Chronic Cholestasis,Chronic Cholestasis,True,True,5
2690,Tuberculosis,Tuberculosis,True,True,5
2528,Pneumonia,Pneumonia,True,True,5
1731,Bronchial Asthma,Bronchial Asthma,True,True,9
1204,Urinary Tract Infection,Urinary Tract Infection,True,True,9
2321,Pneumonia,Pneumonia,True,True,5
2416,Vertigo,Vertigo,True,True,6
3653,Drug Reaction,Drug Reaction,True,True,6
1249,Allergy,Allergy,True,True,10
4829,Hyperthyroidism,Hyperthyroidism,True,True,6
4221,Psoriasis,Psoriasis,True,True,5
339,Hypoglycemia,Hypoglycemia,True,True,5
